ad_format,ad_category,ad_creative,device_type,os_version,country,language,publisher_app,day_of_week,time_of_day,clicked
banner,gaming,creative_3,tablet,Android_12,IN,es,app_27,Tue,night,0
interstitial,finance,creative_10,smartphone,Android_12,IN,fr,app_10,Mon,evening,0
video,entertainment,creative_10,tablet,iOS_15,IN,de,app_32,Thu,morning,0
banner,entertainment,creative_17,tablet,Android_11,JP,hi,app_37,Mon,afternoon,1
interstitial,entertainment,creative_13,smartphone,Android_11,IN,de,app_36,Sun,evening,0
interstitial,travel,creative_4,tablet,Android_11,FR,en,app_2,Sat,night,0
interstitial,food,creative_6,smartphone,Android_13,UK,hi,app_49,Fri,night,1
banner,shopping,creative_14,tablet,Android_13,JP,zh,app_33,Mon,afternoon,0
video,entertainment,creative_1,tablet,Android_13,JP,en,app_21,Tue,morning,1
interstitial,shopping,creative_8,tablet,iOS_15,BR,ja,app_12,Wed,morning,0
video,travel,creative_17,smartphone,Android_13,CN,fr,app_31,Sun,morning,0
video,shopping,creative_2,smartphone,iOS_15,BR,fr,app_16,Mon,morning,0
banner,food,creative_4,smartphone,Android_12,UK,ja,app_45,Mon,morning,1
banner,entertainment,creative_1,smartphone,Android_13,CN,pt,app_19,Sun,night,0
interstitial,finance,creative_3,smartphone,iOS_15,US,zh,app_16,Tue,evening,1
interstitial,gaming,creative_18,smartphone,iOS_16,IN,es,app_13,Mon,night,1
interstitial,shopping,creative_15,tablet,iOS_15,UK,ja,app_33,Sun,evening,0
banner,entertainment,creative_7,smartphone,iOS_15,FR,de,app_42,Wed,evening,0
banner,gaming,creative_6,smartphone,iOS_14,IN,de,app_8,Tue,evening,1
video,entertainment,creative_9,smartphone,Android_12,UK,en,app_6,Mon,evening,1
video,shopping,creative_16,smartphone,Android_13,UK,hi,app_32,Sun,evening,1
interstitial,shopping,creative_6,tablet,Android_13,CN,pt,app_18,Wed,evening,0
banner,finance,creative_3,tablet,Android_11,CN,zh,app_10,Sat,evening,0
video,food,creative_17,tablet,iOS_14,CN,es,app_33,Tue,evening,0
banner,travel,creative_19,smartphone,iOS_16,US,de,app_8,Thu,evening,0
video,food,creative_7,smartphone,Android_13,DE,en,app_15,Thu,afternoon,1
interstitial,shopping,creative_7,tablet,iOS_14,DE,hi,app_45,Mon,night,0
video,food,creative_6,tablet,iOS_15,IN,hi,app_21,Wed,afternoon,1
banner,shopping,creative_14,tablet,iOS_16,BR,ja,app_25,Thu,afternoon,0
video,gaming,creative_4,smartphone,Android_11,CN,fr,app_23,Tue,night,1
video,food,creative_9,smartphone,iOS_16,FR,zh,app_2,Sat,afternoon,1
video,gaming,creative_19,tablet,Android_12,FR,ja,app_34,Fri,morning,0
banner,finance,creative_14,tablet,Android_13,DE,es,app_23,Thu,morning,0
interstitial,travel,creative_18,smartphone,Android_13,DE,es,app_40,Wed,evening,0
video,shopping,creative_2,tablet,iOS_15,IN,hi,app_49,Fri,morning,0
banner,shopping,creative_13,smartphone,iOS_14,DE,ja,app_31,Mon,evening,1
banner,entertainment,creative_10,tablet,Android_12,JP,zh,app_19,Fri,morning,0
video,shopping,creative_11,tablet,Android_13,IN,en,app_7,Tue,night,0
video,finance,creative_3,tablet,iOS_14,FR,hi,app_10,Mon,afternoon,0
interstitial,finance,creative_11,tablet,Android_11,US,en,app_36,Mon,morning,0
video,finance,creative_16,tablet,iOS_14,US,fr,app_27,Tue,night,1
video,travel,creative_15,smartphone,iOS_16,CN,ja,app_20,Sun,evening,1
banner,food,creative_6,smartphone,Android_12,JP,de,app_31,Thu,evening,1
banner,gaming,creative_1,tablet,iOS_15,BR,ja,app_46,Wed,night,1
interstitial,gaming,creative_11,tablet,Android_13,FR,de,app_12,Sat,afternoon,1
video,finance,creative_11,smartphone,Android_12,UK,pt,app_42,Sun,morning,0
video,finance,creative_20,smartphone,Android_12,DE,en,app_48,Sat,night,0
interstitial,gaming,creative_6,tablet,iOS_15,CN,es,app_29,Wed,afternoon,0
interstitial,entertainment,creative_9,smartphone,iOS_15,BR,ja,app_6,Sat,morning,0
interstitial,finance,creative_7,smartphone,Android_12,UK,hi,app_23,Tue,morning,1
interstitial,entertainment,creative_3,tablet,iOS_14,DE,es,app_10,Sat,morning,1
interstitial,entertainment,creative_10,smartphone,Android_12,CN,de,app_50,Thu,morning,0
banner,food,creative_17,tablet,iOS_16,UK,hi,app_14,Thu,afternoon,0
banner,food,creative_14,smartphone,iOS_16,FR,es,app_45,Wed,morning,0
banner,travel,creative_16,smartphone,iOS_14,IN,hi,app_17,Mon,afternoon,0
banner,gaming,creative_4,tablet,iOS_15,US,en,app_40,Wed,morning,1
interstitial,travel,creative_8,smartphone,iOS_14,JP,en,app_5,Wed,evening,1
video,travel,creative_14,smartphone,iOS_15,FR,de,app_8,Tue,evening,1
video,shopping,creative_20,smartphone,Android_12,UK,fr,app_20,Wed,evening,1
video,gaming,creative_1,smartphone,iOS_14,IN,es,app_39,Mon,afternoon,1
video,finance,creative_5,tablet,iOS_14,US,ja,app_3,Thu,night,1
banner,travel,creative_14,tablet,iOS_15,CN,ja,app_32,Fri,morning,0
banner,entertainment,creative_10,smartphone,Android_11,CN,fr,app_29,Thu,morning,0
interstitial,finance,creative_19,smartphone,iOS_14,UK,hi,app_13,Sat,evening,1
interstitial,shopping,creative_3,smartphone,Android_11,CN,hi,app_31,Wed,night,0
interstitial,travel,creative_18,smartphone,Android_12,DE,fr,app_6,Sat,morning,0
banner,food,creative_9,smartphone,iOS_16,JP,hi,app_34,Thu,morning,0
interstitial,gaming,creative_10,smartphone,Android_11,US,fr,app_41,Sat,morning,1
interstitial,gaming,creative_5,smartphone,iOS_16,CN,es,app_27,Mon,afternoon,0
banner,finance,creative_7,smartphone,iOS_16,JP,ja,app_45,Mon,afternoon,0
banner,finance,creative_20,smartphone,iOS_15,UK,en,app_38,Fri,morning,0
video,entertainment,creative_13,smartphone,iOS_16,JP,zh,app_35,Tue,afternoon,0
interstitial,food,creative_11,smartphone,Android_12,BR,hi,app_29,Wed,morning,1
banner,finance,creative_3,tablet,Android_12,FR,en,app_38,Mon,evening,0
interstitial,finance,creative_9,tablet,iOS_15,BR,es,app_47,Mon,afternoon,0
banner,food,creative_10,tablet,Android_13,US,de,app_5,Tue,evening,0
video,shopping,creative_6,smartphone,Android_12,FR,en,app_47,Sun,evening,0
interstitial,finance,creative_6,smartphone,iOS_14,IN,pt,app_25,Wed,morning,1
interstitial,travel,creative_19,tablet,Android_12,CN,fr,app_41,Tue,afternoon,0
interstitial,entertainment,creative_19,smartphone,iOS_15,DE,zh,app_23,Wed,afternoon,0
video,finance,creative_20,smartphone,Android_12,JP,es,app_8,Mon,night,0
banner,finance,creative_19,tablet,iOS_15,US,de,app_2,Tue,afternoon,0
video,entertainment,creative_3,smartphone,iOS_14,US,hi,app_4,Fri,afternoon,0
banner,entertainment,creative_13,tablet,iOS_16,DE,fr,app_36,Thu,morning,0
banner,shopping,creative_16,tablet,Android_11,DE,de,app_26,Mon,night,0
interstitial,gaming,creative_2,smartphone,iOS_16,BR,en,app_37,Mon,afternoon,1
interstitial,travel,creative_14,tablet,iOS_15,CN,es,app_44,Fri,night,0
video,travel,creative_2,tablet,iOS_15,UK,en,app_14,Fri,evening,1
banner,food,creative_16,smartphone,Android_12,US,zh,app_37,Sun,afternoon,0
video,travel,creative_10,tablet,Android_11,UK,fr,app_47,Tue,evening,0
interstitial,finance,creative_9,smartphone,iOS_15,IN,pt,app_41,Sat,night,1
banner,travel,creative_10,tablet,iOS_16,CN,hi,app_38,Fri,afternoon,0
interstitial,shopping,creative_12,smartphone,Android_12,IN,fr,app_44,Thu,afternoon,0
banner,finance,creative_8,tablet,iOS_16,BR,zh,app_34,Thu,morning,0
banner,finance,creative_15,smartphone,iOS_14,CN,es,app_39,Wed,evening,0
video,food,creative_5,smartphone,iOS_15,US,fr,app_25,Tue,morning,1
interstitial,entertainment,creative_13,tablet,iOS_14,CN,ja,app_19,Wed,afternoon,0
interstitial,travel,creative_10,smartphone,iOS_15,IN,fr,app_40,Tue,morning,0
interstitial,food,creative_6,smartphone,Android_12,IN,de,app_26,Thu,night,0
interstitial,shopping,creative_9,smartphone,Android_11,IN,es,app_3,Fri,evening,0
banner,finance,creative_4,smartphone,Android_11,CN,es,app_27,Thu,evening,1
interstitial,shopping,creative_17,smartphone,iOS_15,UK,es,app_15,Thu,morning,0
interstitial,finance,creative_3,smartphone,Android_12,UK,en,app_10,Mon,night,1
banner,shopping,creative_16,smartphone,iOS_14,UK,es,app_30,Sat,night,0
video,food,creative_14,tablet,iOS_14,DE,pt,app_45,Tue,evening,0
banner,shopping,creative_13,tablet,Android_13,JP,pt,app_23,Tue,afternoon,0
video,travel,creative_2,smartphone,iOS_15,FR,fr,app_48,Mon,morning,0
banner,shopping,creative_10,tablet,Android_12,UK,zh,app_43,Wed,afternoon,0
banner,food,creative_5,smartphone,Android_11,FR,en,app_26,Thu,night,0
interstitial,finance,creative_18,smartphone,Android_11,FR,es,app_14,Sun,evening,0
video,shopping,creative_16,smartphone,Android_12,IN,hi,app_36,Sat,afternoon,1
banner,travel,creative_8,smartphone,iOS_16,CN,hi,app_9,Tue,evening,0
banner,entertainment,creative_12,tablet,iOS_16,CN,pt,app_12,Sat,morning,0
interstitial,travel,creative_8,smartphone,iOS_14,CN,en,app_2,Tue,night,0
banner,finance,creative_15,tablet,Android_11,FR,zh,app_44,Fri,evening,1
banner,shopping,creative_1,smartphone,iOS_16,CN,es,app_39,Thu,morning,0
interstitial,shopping,creative_6,tablet,Android_13,FR,zh,app_36,Tue,afternoon,0
video,entertainment,creative_4,smartphone,Android_12,DE,pt,app_25,Thu,evening,1
interstitial,food,creative_11,smartphone,Android_11,FR,pt,app_20,Mon,night,1
interstitial,gaming,creative_11,smartphone,Android_13,BR,pt,app_27,Sat,morning,1
banner,finance,creative_7,smartphone,Android_11,CN,pt,app_23,Tue,morning,0
video,travel,creative_18,tablet,iOS_15,DE,fr,app_28,Mon,afternoon,1
video,finance,creative_7,smartphone,iOS_16,IN,ja,app_37,Wed,afternoon,1
video,entertainment,creative_9,smartphone,iOS_14,CN,hi,app_8,Sun,night,1
banner,entertainment,creative_4,smartphone,Android_12,FR,de,app_49,Wed,morning,0
video,food,creative_19,smartphone,iOS_14,BR,hi,app_34,Mon,morning,0
video,entertainment,creative_3,smartphone,Android_12,JP,es,app_26,Thu,morning,0
interstitial,gaming,creative_5,smartphone,Android_11,FR,fr,app_33,Thu,evening,1
banner,finance,creative_3,smartphone,Android_11,US,pt,app_7,Tue,evening,1
video,food,creative_2,tablet,iOS_14,DE,zh,app_21,Sat,evening,0
banner,food,creative_2,smartphone,iOS_15,CN,en,app_32,Sun,morning,0
interstitial,food,creative_9,smartphone,iOS_14,US,hi,app_15,Thu,evening,1
banner,shopping,creative_16,tablet,iOS_16,FR,en,app_15,Mon,evening,0
banner,gaming,creative_19,tablet,Android_13,IN,fr,app_3,Tue,night,0
banner,food,creative_10,tablet,iOS_16,IN,zh,app_25,Thu,morning,0
video,gaming,creative_17,smartphone,Android_13,BR,zh,app_17,Thu,night,0
video,shopping,creative_13,smartphone,iOS_14,CN,pt,app_46,Fri,morning,0
banner,shopping,creative_5,smartphone,Android_13,CN,zh,app_32,Wed,night,0
video,food,creative_9,smartphone,iOS_15,US,ja,app_38,Wed,night,1
video,entertainment,creative_17,smartphone,iOS_16,BR,hi,app_29,Thu,afternoon,1
banner,entertainment,creative_14,tablet,iOS_16,FR,pt,app_5,Tue,afternoon,0
interstitial,finance,creative_2,smartphone,Android_13,CN,fr,app_3,Sat,night,0
banner,travel,creative_19,tablet,iOS_15,BR,hi,app_28,Wed,morning,0
video,food,creative_1,tablet,Android_12,IN,fr,app_37,Wed,afternoon,0
interstitial,gaming,creative_13,smartphone,iOS_15,JP,fr,app_42,Mon,afternoon,0
banner,gaming,creative_13,tablet,iOS_15,DE,de,app_32,Thu,afternoon,0
video,shopping,creative_13,tablet,Android_11,JP,es,app_41,Thu,afternoon,0
interstitial,travel,creative_7,tablet,iOS_15,IN,hi,app_29,Thu,night,0
video,travel,creative_13,smartphone,Android_11,IN,hi,app_40,Mon,morning,0
banner,gaming,creative_6,tablet,iOS_16,JP,hi,app_44,Fri,evening,1
banner,entertainment,creative_4,tablet,iOS_15,DE,hi,app_4,Wed,evening,1
interstitial,food,creative_10,tablet,iOS_15,UK,hi,app_14,Mon,evening,1
interstitial,travel,creative_19,tablet,Android_11,IN,de,app_17,Sat,morning,0
interstitial,gaming,creative_1,tablet,iOS_16,IN,hi,app_12,Thu,afternoon,1
banner,travel,creative_18,tablet,iOS_15,BR,de,app_13,Mon,evening,1
interstitial,food,creative_5,tablet,Android_12,DE,es,app_5,Wed,morning,0
interstitial,food,creative_19,smartphone,iOS_14,FR,fr,app_19,Sun,evening,0
interstitial,gaming,creative_15,smartphone,iOS_15,FR,ja,app_46,Thu,morning,0
interstitial,gaming,creative_19,tablet,Android_12,UK,es,app_13,Wed,morning,0
video,entertainment,creative_3,tablet,iOS_15,BR,ja,app_44,Sun,afternoon,1
interstitial,travel,creative_12,smartphone,iOS_15,CN,de,app_44,Sat,evening,0
interstitial,shopping,creative_11,smartphone,Android_11,US,es,app_26,Tue,afternoon,0
interstitial,entertainment,creative_19,tablet,iOS_15,CN,hi,app_46,Thu,afternoon,0
video,food,creative_16,smartphone,iOS_16,US,de,app_12,Thu,morning,1
video,travel,creative_19,smartphone,iOS_14,FR,es,app_21,Wed,evening,1
interstitial,gaming,creative_12,tablet,iOS_15,JP,pt,app_21,Sat,evening,1
banner,shopping,creative_13,smartphone,Android_12,DE,en,app_15,Sun,night,0
interstitial,gaming,creative_16,tablet,Android_11,FR,en,app_33,Wed,morning,0
interstitial,travel,creative_10,tablet,iOS_16,CN,ja,app_24,Sat,morning,0
interstitial,shopping,creative_12,tablet,Android_12,JP,fr,app_7,Sat,morning,0
interstitial,finance,creative_1,smartphone,iOS_14,CN,ja,app_1,Fri,evening,1
interstitial,shopping,creative_16,tablet,Android_11,CN,de,app_5,Thu,night,0
interstitial,finance,creative_13,tablet,Android_12,BR,zh,app_26,Wed,morning,0
interstitial,food,creative_9,tablet,iOS_14,IN,pt,app_1,Sat,evening,0
interstitial,travel,creative_18,smartphone,iOS_15,CN,ja,app_19,Thu,morning,0
banner,entertainment,creative_17,tablet,Android_11,CN,es,app_12,Mon,morning,0
banner,finance,creative_11,smartphone,iOS_16,FR,ja,app_22,Tue,evening,0
banner,gaming,creative_18,smartphone,Android_11,UK,ja,app_23,Wed,afternoon,0
banner,travel,creative_2,smartphone,Android_11,FR,pt,app_25,Wed,night,0
video,food,creative_1,smartphone,Android_13,FR,es,app_23,Wed,afternoon,1
video,shopping,creative_3,tablet,Android_11,US,hi,app_35,Sat,night,0
video,food,creative_18,tablet,Android_13,FR,ja,app_43,Fri,night,1
video,entertainment,creative_12,tablet,iOS_14,UK,en,app_16,Sat,night,1
interstitial,shopping,creative_17,smartphone,Android_13,DE,pt,app_45,Thu,afternoon,0
interstitial,entertainment,creative_13,tablet,Android_11,DE,fr,app_42,Tue,evening,1
banner,food,creative_13,smartphone,Android_13,DE,es,app_12,Mon,morning,0
interstitial,shopping,creative_4,tablet,Android_13,JP,en,app_22,Thu,evening,0
banner,travel,creative_3,tablet,iOS_15,CN,hi,app_31,Sun,evening,0
banner,finance,creative_8,smartphone,Android_13,IN,pt,app_32,Tue,morning,1
interstitial,food,creative_9,smartphone,Android_13,CN,pt,app_50,Mon,night,0
video,food,creative_1,smartphone,Android_12,FR,es,app_49,Mon,morning,0
banner,shopping,creative_1,smartphone,Android_13,FR,ja,app_28,Sat,morning,0
interstitial,shopping,creative_8,tablet,iOS_15,CN,ja,app_33,Sat,evening,0
interstitial,travel,creative_2,smartphone,Android_11,US,pt,app_19,Thu,night,1
video,travel,creative_3,smartphone,iOS_16,IN,es,app_6,Fri,evening,0
banner,finance,creative_5,tablet,Android_11,FR,fr,app_43,Tue,evening,0
video,food,creative_1,smartphone,iOS_16,CN,zh,app_29,Thu,morning,1
video,entertainment,creative_17,smartphone,Android_11,FR,en,app_42,Sun,morning,0
banner,gaming,creative_19,tablet,Android_13,FR,hi,app_9,Thu,evening,1
banner,entertainment,creative_4,tablet,Android_11,JP,pt,app_9,Fri,morning,1
banner,shopping,creative_13,tablet,iOS_16,US,es,app_42,Mon,evening,0
banner,food,creative_19,tablet,Android_12,BR,pt,app_27,Thu,evening,0
interstitial,shopping,creative_8,smartphone,Android_13,US,en,app_37,Fri,morning,0
video,gaming,creative_6,smartphone,iOS_16,US,hi,app_21,Fri,morning,0
video,shopping,creative_1,smartphone,Android_11,JP,es,app_6,Thu,morning,0
interstitial,travel,creative_18,smartphone,Android_12,BR,es,app_5,Tue,night,0
interstitial,shopping,creative_20,smartphone,iOS_16,IN,es,app_6,Sat,morning,0
video,gaming,creative_4,tablet,Android_13,US,es,app_8,Mon,afternoon,1
video,food,creative_17,smartphone,iOS_15,UK,fr,app_16,Thu,afternoon,1
banner,travel,creative_1,tablet,Android_12,DE,ja,app_49,Wed,night,0
banner,food,creative_7,tablet,iOS_16,CN,es,app_19,Fri,afternoon,0
banner,travel,creative_3,smartphone,iOS_14,UK,de,app_40,Tue,afternoon,0
interstitial,gaming,creative_7,tablet,Android_13,US,en,app_6,Tue,morning,0
banner,finance,creative_1,smartphone,iOS_16,US,hi,app_14,Thu,evening,0
banner,food,creative_18,tablet,iOS_14,US,fr,app_44,Wed,night,1
interstitial,travel,creative_1,smartphone,Android_13,CN,hi,app_22,Mon,morning,0
interstitial,entertainment,creative_10,smartphone,iOS_14,US,pt,app_35,Fri,evening,1
video,gaming,creative_10,tablet,iOS_14,FR,pt,app_39,Sun,night,1
interstitial,entertainment,creative_2,smartphone,iOS_16,DE,en,app_16,Fri,night,1
video,shopping,creative_3,tablet,iOS_14,DE,ja,app_2,Mon,night,0
interstitial,gaming,creative_7,smartphone,Android_13,BR,de,app_2,Wed,night,1
interstitial,travel,creative_18,smartphone,iOS_15,BR,pt,app_44,Sun,evening,1
banner,finance,creative_9,tablet,iOS_14,DE,en,app_11,Sat,evening,1
interstitial,gaming,creative_14,tablet,Android_12,DE,ja,app_4,Tue,evening,0
interstitial,finance,creative_11,smartphone,Android_11,BR,es,app_16,Tue,morning,0
interstitial,finance,creative_18,tablet,iOS_14,IN,zh,app_31,Sun,morning,0
video,gaming,creative_17,tablet,Android_12,DE,fr,app_33,Thu,night,0
interstitial,entertainment,creative_5,smartphone,iOS_14,DE,en,app_11,Sun,morning,0
interstitial,entertainment,creative_14,smartphone,Android_12,UK,pt,app_15,Fri,afternoon,1
banner,gaming,creative_19,tablet,Android_11,IN,pt,app_2,Wed,morning,0
banner,entertainment,creative_7,smartphone,Android_13,CN,ja,app_33,Tue,afternoon,0
video,entertainment,creative_12,tablet,Android_13,US,es,app_43,Sun,evening,1
video,entertainment,creative_8,tablet,iOS_14,UK,fr,app_36,Tue,afternoon,0
video,food,creative_18,tablet,Android_11,DE,pt,app_12,Sat,afternoon,1
interstitial,travel,creative_5,smartphone,Android_11,DE,zh,app_9,Wed,night,0
video,gaming,creative_11,tablet,iOS_14,UK,en,app_18,Fri,evening,1
banner,finance,creative_19,smartphone,Android_12,US,hi,app_21,Mon,morning,1
banner,entertainment,creative_15,tablet,Android_13,FR,fr,app_11,Thu,evening,0
interstitial,finance,creative_5,smartphone,iOS_14,DE,ja,app_33,Tue,night,1
banner,gaming,creative_13,tablet,Android_11,US,pt,app_48,Fri,evening,1
video,gaming,creative_15,smartphone,iOS_16,BR,ja,app_21,Tue,morning,1
video,travel,creative_5,smartphone,Android_13,DE,es,app_42,Wed,morning,0
interstitial,entertainment,creative_3,tablet,iOS_16,CN,en,app_35,Tue,evening,0
interstitial,shopping,creative_1,tablet,iOS_16,BR,fr,app_14,Wed,morning,0
video,travel,creative_1,tablet,Android_13,JP,en,app_6,Fri,morning,0
banner,finance,creative_15,smartphone,Android_11,JP,de,app_1,Sat,night,1
banner,food,creative_4,tablet,Android_13,BR,de,app_21,Fri,evening,1
interstitial,shopping,creative_12,smartphone,Android_12,US,ja,app_19,Fri,evening,0
interstitial,entertainment,creative_8,smartphone,iOS_15,IN,en,app_24,Fri,afternoon,0
banner,gaming,creative_12,tablet,Android_11,US,zh,app_21,Tue,afternoon,0
banner,shopping,creative_20,smartphone,iOS_14,DE,hi,app_29,Thu,night,0
video,shopping,creative_3,smartphone,iOS_15,US,de,app_46,Fri,night,1
video,gaming,creative_11,tablet,iOS_14,BR,fr,app_11,Wed,morning,1
video,travel,creative_13,tablet,Android_13,CN,zh,app_12,Sun,morning,0
video,travel,creative_4,tablet,Android_12,CN,en,app_42,Sun,morning,0
banner,food,creative_15,smartphone,iOS_15,BR,es,app_41,Fri,night,1
interstitial,shopping,creative_14,smartphone,Android_12,BR,zh,app_17,Thu,evening,0
video,travel,creative_18,smartphone,Android_13,JP,fr,app_34,Sun,afternoon,0
banner,entertainment,creative_8,smartphone,iOS_16,UK,de,app_15,Tue,morning,0
video,finance,creative_14,tablet,iOS_16,BR,hi,app_20,Tue,afternoon,0
interstitial,travel,creative_7,tablet,Android_11,US,ja,app_28,Fri,morning,0
interstitial,travel,creative_6,smartphone,Android_12,JP,hi,app_47,Mon,afternoon,1
banner,gaming,creative_14,smartphone,Android_11,UK,en,app_24,Sat,evening,1
banner,finance,creative_3,tablet,Android_13,UK,zh,app_45,Mon,afternoon,0
banner,shopping,creative_18,tablet,iOS_16,DE,de,app_45,Mon,night,0
banner,finance,creative_5,tablet,Android_13,UK,ja,app_32,Fri,evening,1
video,food,creative_16,tablet,Android_12,JP,ja,app_45,Mon,night,0
